,USD,INR
14-12-1989,408.5,"6,914.1"
15-12-1989,412.8,"6,989.4"
18-12-1989,407.5,"6,863.7"
19-12-1989,412.4,"7,000.9"
20-12-1989,412.4,"6,974.5"
21-12-1989,413.0,"6,985.8"
22-12-1989,413.0,"6,908.8"
25-12-1989,413.0,"6,908.8"
26-12-1989,413.0,"6,908.8"
27-12-1989,406.0,"6,846.2"
28-12-1989,398.6,"6,720.7"
29-12-1989,398.6,"6,624.8"
01-01-1990,398.6,"6,624.8"
02-01-1990,399.0,"6,764.7"
03-01-1990,395.0,"6,700.3"
04-01-1990,396.5,"6,713.7"
05-01-1990,405.0,"6,851.4"
08-01-1990,404.6,"6,729.1"
09-01-1990,403.5,"6,827.4"
10-01-1990,409.1,"6,914.7"
11-01-1990,412.1,"6,973.6"
12-01-1990,416.3,"7,051.7"
15-01-1990,415.6,"6,997.5"
16-01-1990,412.8,"7,001.3"
17-01-1990,410.4,"6,956.9"
18-01-1990,413.4,"7,016.5"
19-01-1990,408.7,"6,929.9"
22-01-1990,406.0,"6,884.3"
23-01-1990,408.3,"6,940.4"
24-01-1990,420.8,"7,139.2"
25-01-1990,415.7,"7,006.9"
26-01-1990,418.0,"7,068.3"
29-01-1990,418.8,"7,035.3"
30-01-1990,418.2,"7,056.1"
31-01-1990,415.1,"7,041.0"
01-02-1990,415.8,"7,058.1"
02-02-1990,418.0,"7,086.4"
05-02-1990,423.0,"7,040.9"
06-02-1990,421.1,"7,133.5"
07-02-1990,423.8,"7,176.0"
08-02-1990,418.0,"7,084.0"
09-02-1990,415.5,"7,087.1"
12-02-1990,418.9,"7,137.2"
13-02-1990,418.1,"7,092.8"
14-02-1990,414.6,"7,031.0"
15-02-1990,416.7,"7,055.6"
16-02-1990,416.5,"7,019.6"
19-02-1990,416.5,"6,979.8"
20-02-1990,420.0,"7,134.7"
21-02-1990,420.0,"7,139.2"
22-02-1990,417.7,"7,102.0"
23-02-1990,415.9,"7,067.9"
26-02-1990,411.3,"6,923.8"
27-02-1990,407.6,"6,950.6"
28-02-1990,407.7,"6,957.4"
01-03-1990,406.3,"6,927.4"
02-03-1990,405.1,"6,917.6"
05-03-1990,403.2,"6,789.7"
06-03-1990,405.4,"6,913.1"
07-03-1990,400.5,"6,827.3"
08-03-1990,400.7,"6,835.7"
09-03-1990,399.3,"6,816.6"
12-03-1990,401.3,"6,749.8"
13-03-1990,397.3,"6,795.8"
14-03-1990,398.8,"6,776.4"
15-03-1990,399.5,"6,819.7"
16-03-1990,400.7,"6,834.1"
19-03-1990,402.1,"6,809.8"
20-03-1990,399.7,"6,832.0"
21-03-1990,392.0,"6,721.4"
22-03-1990,392.0,"6,719.0"
23-03-1990,393.5,"6,749.2"
26-03-1990,370.3,"6,274.1"
27-03-1990,368.0,"6,330.2"
28-03-1990,372.0,"6,347.3"
29-03-1990,371.5,"6,376.7"
30-03-1990,368.5,"6,334.4"
02-04-1990,368.4,"6,460.0"
03-04-1990,375.0,"6,536.1"
04-04-1990,374.3,"6,442.6"
05-04-1990,378.4,"6,493.8"
06-04-1990,377.7,"6,503.8"
09-04-1990,376.7,"6,410.4"
10-04-1990,375.2,"6,428.0"
11-04-1990,374.5,"6,457.8"
12-04-1990,375.5,"6,403.2"
13-04-1990,375.5,"6,403.2"
16-04-1990,375.5,"6,403.2"
17-04-1990,374.0,"6,457.2"
18-04-1990,374.8,"6,476.6"
19-04-1990,375.8,"6,488.8"
20-04-1990,376.0,"6,517.6"
23-04-1990,375.3,"6,535.1"
24-04-1990,376.8,"6,535.5"
25-04-1990,371.5,"6,440.6"
26-04-1990,371.6,"6,458.7"
27-04-1990,371.6,"6,457.9"
30-04-1990,367.8,"6,379.3"
01-05-1990,369.5,"6,412.5"
02-05-1990,369.6,"6,438.4"
03-05-1990,369.9,"6,405.6"
04-05-1990,371.3,"6,307.6"
07-05-1990,371.3,"6,307.6"
08-05-1990,370.7,"6,429.5"
09-05-1990,370.3,"6,400.7"
10-05-1990,371.8,"6,419.8"
11-05-1990,368.6,"6,369.4"
14-05-1990,369.0,"6,308.1"
15-05-1990,367.8,"6,361.9"
16-05-1990,369.9,"6,392.6"
17-05-1990,369.2,"6,371.1"
18-05-1990,369.9,"6,371.1"
21-05-1990,373.1,"6,398.5"
22-05-1990,375.1,"6,481.9"
23-05-1990,364.5,"6,296.7"
24-05-1990,366.5,"6,347.6"
25-05-1990,366.5,"6,267.4"
28-05-1990,366.5,"6,267.4"
29-05-1990,367.7,"6,394.5"
30-05-1990,366.4,"6,366.5"
31-05-1990,363.1,"6,295.5"
01-06-1990,363.5,"6,311.0"
04-06-1990,357.1,"6,137.3"
05-06-1990,358.1,"6,230.6"
06-06-1990,359.5,"6,251.1"
07-06-1990,352.8,"6,143.2"
08-06-1990,353.5,"6,155.0"
11-06-1990,354.7,"6,101.0"
12-06-1990,355.8,"6,191.7"
13-06-1990,350.5,"6,088.6"
14-06-1990,345.9,"6,024.7"
15-06-1990,346.9,"6,032.4"
18-06-1990,349.3,"6,012.8"
19-06-1990,348.7,"6,069.8"
20-06-1990,346.9,"6,038.6"
21-06-1990,349.8,"6,086.9"
22-06-1990,348.4,"6,063.3"
25-06-1990,353.4,"6,091.9"
26-06-1990,349.4,"6,077.1"
27-06-1990,350.7,"6,107.5"
28-06-1990,352.3,"6,144.8"
29-06-1990,352.2,"6,140.5"
02-07-1990,357.4,"6,282.6"
03-07-1990,362.0,"6,299.2"
04-07-1990,362.5,"6,283.3"
05-07-1990,359.7,"6,266.7"
06-07-1990,361.2,"6,291.1"
09-07-1990,360.3,"6,225.3"
10-07-1990,354.0,"6,142.1"
11-07-1990,354.3,"6,153.9"
12-07-1990,351.5,"6,189.5"
13-07-1990,363.6,"6,341.6"
16-07-1990,363.3,"6,242.1"
17-07-1990,360.7,"6,278.4"
18-07-1990,359.4,"6,224.6"
19-07-1990,362.3,"6,310.1"
20-07-1990,361.0,"6,279.0"
23-07-1990,366.1,"6,311.0"
24-07-1990,368.7,"6,418.7"
25-07-1990,372.8,"6,476.6"
26-07-1990,368.8,"6,421.4"
27-07-1990,366.8,"6,381.4"
30-07-1990,367.3,"6,312.5"
31-07-1990,372.3,"6,457.2"
01-08-1990,370.7,"6,431.9"
02-08-1990,380.7,"6,608.8"
03-08-1990,379.0,"6,570.3"
06-08-1990,382.3,"6,532.5"
07-08-1990,383.3,"6,622.9"
08-08-1990,384.8,"6,671.3"
09-08-1990,383.6,"6,648.5"
10-08-1990,389.4,"6,768.1"
13-08-1990,404.3,"6,995.8"
14-08-1990,411.5,"7,121.7"
15-08-1990,398.4,"6,877.9"
16-08-1990,402.6,"6,949.6"
17-08-1990,410.6,"7,080.7"
20-08-1990,407.8,"6,965.7"
21-08-1990,413.8,"7,160.8"
22-08-1990,408.8,"7,074.7"
23-08-1990,412.4,"7,121.6"
24-08-1990,410.3,"7,095.6"
27-08-1990,410.3,"7,095.6"
28-08-1990,388.3,"6,738.6"
29-08-1990,384.3,"6,675.2"
30-08-1990,389.8,"6,805.7"
31-08-1990,387.8,"6,783.8"
03-09-1990,386.8,"6,814.1"
04-09-1990,381.4,"6,717.7"
05-09-1990,383.3,"6,701.8"
06-09-1990,387.5,"6,797.8"
07-09-1990,384.6,"6,788.6"
10-09-1990,384.5,"6,872.4"
11-09-1990,378.5,"6,725.0"
12-09-1990,382.1,"6,763.1"
13-09-1990,382.2,"6,792.6"
14-09-1990,386.2,"6,881.6"
17-09-1990,389.4,"6,895.8"
18-09-1990,386.0,"6,879.2"
19-09-1990,386.5,"6,913.9"
20-09-1990,387.0,"6,964.7"
21-09-1990,389.3,"7,058.2"
24-09-1990,392.5,"7,060.6"
25-09-1990,403.8,"7,296.1"
26-09-1990,402.7,"7,280.6"
27-09-1990,404.0,"7,276.3"
28-09-1990,408.4,"7,333.1"
01-10-1990,396.3,"7,340.8"
02-10-1990,387.9,"6,999.2"
03-10-1990,389.4,"7,005.1"
04-10-1990,395.8,"7,140.7"
05-10-1990,395.6,"7,136.2"
08-10-1990,390.8,"6,909.3"
09-10-1990,397.0,"7,162.3"
10-10-1990,391.8,"7,055.6"
11-10-1990,388.0,"6,978.1"
12-10-1990,388.3,"6,982.2"
15-10-1990,380.7,"6,820.8"
16-10-1990,364.8,"6,573.7"
17-10-1990,366.0,"6,619.7"
18-10-1990,367.9,"6,630.6"
19-10-1990,372.0,"6,734.7"
22-10-1990,367.5,"6,788.1"
23-10-1990,371.7,"6,713.0"
24-10-1990,371.1,"6,709.4"
25-10-1990,375.1,"6,794.5"
26-10-1990,373.7,"6,761.4"
29-10-1990,372.7,"6,677.5"
30-10-1990,373.8,"6,776.6"
31-10-1990,379.5,"6,895.0"
01-11-1990,380.4,"6,873.1"
02-11-1990,377.5,"6,874.8"
05-11-1990,376.9,"6,751.9"
06-11-1990,379.3,"6,865.3"
07-11-1990,385.0,"6,950.1"
08-11-1990,384.8,"6,981.2"
09-11-1990,385.7,"6,977.0"
12-11-1990,380.7,"6,847.8"
13-11-1990,383.5,"6,946.7"
14-11-1990,383.9,"6,943.1"
15-11-1990,378.0,"6,832.0"
16-11-1990,376.3,"6,803.5"
19-11-1990,377.8,"6,710.5"
20-11-1990,380.0,"6,864.1"
21-11-1990,377.3,"6,801.4"
22-11-1990,380.0,"6,841.5"
23-11-1990,383.6,"6,921.4"
26-11-1990,386.9,"6,968.3"
27-11-1990,383.8,"6,945.3"
28-11-1990,385.0,"6,983.7"
29-11-1990,386.8,"7,016.3"
30-11-1990,384.9,"6,999.6"
03-12-1990,380.7,"6,958.4"
04-12-1990,377.6,"6,836.6"
05-12-1990,376.0,"6,799.9"
06-12-1990,370.0,"6,697.0"
07-12-1990,370.8,"6,713.0"
10-12-1990,374.1,"6,733.7"
11-12-1990,372.1,"6,736.0"
12-12-1990,370.9,"6,695.9"
13-12-1990,372.0,"6,729.1"
14-12-1990,373.2,"6,752.0"
17-12-1990,376.3,"6,795.7"
18-12-1990,377.4,"6,845.9"
19-12-1990,378.9,"6,883.6"
20-12-1990,385.5,"6,979.5"
21-12-1990,383.8,"7,014.2"
24-12-1990,383.8,"6,939.2"
25-12-1990,383.8,"6,939.2"
26-12-1990,383.8,"6,939.2"
27-12-1990,382.8,"6,955.9"
28-12-1990,386.2,"6,977.5"
31-12-1990,386.2,"6,948.9"
01-01-1991,386.2,"6,948.9"
02-01-1991,390.8,"7,097.3"
03-01-1991,386.3,"6,997.7"
04-01-1991,387.4,"7,019.5"
07-01-1991,391.1,"7,180.0"
08-01-1991,389.7,"7,101.9"
09-01-1991,387.1,"7,044.8"
10-01-1991,390.6,"7,122.5"
11-01-1991,390.6,"7,136.1"
14-01-1991,398.6,"7,260.6"
15-01-1991,398.5,"7,323.5"
16-01-1991,403.0,"7,395.4"
17-01-1991,379.0,"6,954.4"
18-01-1991,378.3,"6,938.8"
21-01-1991,378.2,"6,872.8"
22-01-1991,381.0,"7,009.9"
23-01-1991,378.3,"6,972.9"
24-01-1991,373.0,"6,893.8"
25-01-1991,374.3,"6,897.1"
28-01-1991,374.5,"6,899.2"
29-01-1991,376.8,"6,963.0"
30-01-1991,367.1,"6,815.0"
31-01-1991,366.0,"6,810.6"
01-02-1991,364.5,"6,777.3"
04-02-1991,367.2,"6,758.2"
05-02-1991,366.6,"6,815.4"
06-02-1991,360.8,"6,703.6"
07-02-1991,363.9,"6,775.1"
08-02-1991,370.0,"6,916.0"
11-02-1991,366.9,"6,795.2"
12-02-1991,364.4,"6,817.0"
13-02-1991,366.8,"6,886.5"
14-02-1991,368.2,"6,923.5"
15-02-1991,365.5,"6,908.3"
18-02-1991,363.8,"6,876.0"
19-02-1991,363.0,"6,924.3"
20-02-1991,364.7,"6,957.8"
21-02-1991,362.3,"6,906.3"
22-02-1991,358.8,"6,825.3"
25-02-1991,357.7,"6,820.1"
26-02-1991,359.3,"6,825.8"
27-02-1991,360.0,"6,862.9"
28-02-1991,362.7,"6,917.0"
01-03-1991,366.9,"7,010.3"
04-03-1991,365.5,"7,031.6"
05-03-1991,364.5,"6,932.6"
06-03-1991,366.2,"6,962.7"
07-03-1991,366.5,"6,975.5"
08-03-1991,368.5,"7,036.3"
11-03-1991,365.9,"7,214.2"
12-03-1991,364.3,"6,949.9"
13-03-1991,366.0,"6,994.8"
14-03-1991,364.6,"6,970.9"
15-03-1991,366.0,"7,010.3"
18-03-1991,362.3,"7,086.1"
19-03-1991,364.5,"7,043.3"
20-03-1991,364.5,"7,063.4"
21-03-1991,362.4,"6,982.3"
22-03-1991,362.8,"6,964.9"
25-03-1991,359.3,"7,024.2"
26-03-1991,356.6,"6,954.1"
27-03-1991,354.1,"6,922.2"
28-03-1991,355.7,"6,942.2"
29-03-1991,355.7,"6,942.2"
01-04-1991,355.7,"6,942.2"
02-04-1991,357.5,"7,034.7"
03-04-1991,359.2,"7,025.7"
04-04-1991,358.4,"7,049.5"
05-04-1991,358.5,"7,055.1"
08-04-1991,361.0,"7,081.2"
09-04-1991,364.0,"7,177.3"
10-04-1991,363.4,"7,169.0"
11-04-1991,361.8,"7,163.3"
12-04-1991,362.0,"7,183.0"
15-04-1991,360.1,"7,346.9"
16-04-1991,361.2,"7,123.0"
17-04-1991,360.7,"7,119.9"
18-04-1991,359.2,"7,147.5"
19-04-1991,356.2,"7,155.7"
22-04-1991,356.4,"7,246.0"
23-04-1991,355.5,"7,193.1"
24-04-1991,355.8,"7,181.1"
25-04-1991,353.3,"7,162.4"
26-04-1991,353.3,"7,134.1"
29-04-1991,351.1,"7,076.4"
30-04-1991,357.8,"7,226.6"
01-05-1991,356.5,"7,202.4"
02-05-1991,354.2,"7,154.2"
03-05-1991,355.5,"7,089.0"
06-05-1991,355.5,"7,089.0"
07-05-1991,356.2,"7,255.4"
08-05-1991,356.9,"7,275.1"
09-05-1991,356.9,"7,300.3"
10-05-1991,356.7,"7,297.9"
13-05-1991,356.9,"7,324.5"
14-05-1991,358.0,"7,311.4"
15-05-1991,359.9,"7,384.2"
16-05-1991,356.0,"7,287.3"
17-05-1991,355.1,"7,278.9"
20-05-1991,355.0,"7,186.7"
21-05-1991,356.3,"7,349.6"
22-05-1991,356.8,"7,360.2"
23-05-1991,354.9,"7,342.4"
24-05-1991,355.8,"7,442.9"
27-05-1991,355.8,"7,442.9"
28-05-1991,355.7,"7,345.3"
29-05-1991,361.5,"7,472.0"
30-05-1991,361.1,"7,491.3"
31-05-1991,360.4,"7,527.3"
03-06-1991,363.0,"7,527.3"
04-06-1991,362.4,"7,609.8"
05-06-1991,362.4,"7,608.4"
06-06-1991,364.9,"7,655.8"
07-06-1991,367.0,"7,724.2"
10-06-1991,372.2,"7,756.0"
11-06-1991,371.3,"7,804.7"
12-06-1991,372.0,"7,783.6"
13-06-1991,369.7,"7,739.7"
14-06-1991,367.8,"7,713.8"
17-06-1991,366.8,"7,667.5"
18-06-1991,370.3,"7,820.6"
19-06-1991,367.4,"7,771.1"
20-06-1991,367.6,"7,764.5"
21-06-1991,366.3,"7,704.5"
24-06-1991,360.9,"7,470.7"
25-06-1991,363.4,"7,675.6"
26-06-1991,366.1,"7,719.5"
27-06-1991,364.8,"7,684.7"
28-06-1991,368.4,"7,785.6"
01-07-1991,368.9,"7,786.9"
02-07-1991,367.1,"8,487.8"
03-07-1991,369.3,"9,685.6"
04-07-1991,369.3,"9,605.1"
05-07-1991,369.9,"9,652.7"
08-07-1991,370.3,"9,324.5"
09-07-1991,369.2,"9,550.3"
10-07-1991,370.9,"9,620.8"
11-07-1991,368.3,"9,506.9"
12-07-1991,367.9,"9,502.3"
15-07-1991,367.8,"9,348.0"
16-07-1991,368.7,"9,574.3"
17-07-1991,368.9,"9,570.2"
18-07-1991,369.0,"9,544.2"
19-07-1991,370.0,"9,560.3"
22-07-1991,369.8,"9,458.2"
23-07-1991,367.4,"9,454.9"
24-07-1991,366.0,"9,419.2"
25-07-1991,364.9,"9,381.4"
26-07-1991,364.1,"9,377.7"
29-07-1991,365.1,"9,310.1"
30-07-1991,361.4,"9,300.9"
31-07-1991,362.9,"9,348.0"
01-08-1991,363.4,"9,345.5"
02-08-1991,357.8,"9,262.1"
05-08-1991,356.5,"9,046.0"
06-08-1991,357.0,"9,129.4"
07-08-1991,356.8,"9,132.3"
08-08-1991,357.6,"9,152.1"
09-08-1991,358.2,"9,227.5"
12-08-1991,358.2,"9,260.9"
13-08-1991,356.8,"9,211.9"
14-08-1991,355.9,"9,253.2"
15-08-1991,358.4,"9,300.5"
16-08-1991,357.8,"9,281.7"
19-08-1991,361.2,"9,337.4"
20-08-1991,353.8,"9,205.1"
21-08-1991,356.3,"9,223.0"
22-08-1991,356.2,"9,227.8"
23-08-1991,353.7,"9,191.5"
26-08-1991,353.7,"9,138.7"
27-08-1991,353.8,"9,174.0"
28-08-1991,354.5,"9,158.3"
29-08-1991,351.3,"9,035.6"
30-08-1991,347.4,"8,953.7"
02-09-1991,348.0,"8,931.1"
03-09-1991,347.4,"8,976.3"
04-09-1991,348.7,"8,973.8"
05-09-1991,347.4,"8,955.9"
06-09-1991,348.1,"8,979.0"
09-09-1991,350.6,"9,017.0"
10-09-1991,351.7,"9,053.7"
11-09-1991,345.3,"8,903.9"
12-09-1991,346.1,"8,919.5"
13-09-1991,344.3,"8,891.5"
16-09-1991,345.4,"8,798.3"
17-09-1991,346.2,"8,980.0"
18-09-1991,348.3,"9,018.8"
19-09-1991,348.6,"9,026.1"
20-09-1991,348.6,"9,017.2"
23-09-1991,349.3,"9,035.7"
24-09-1991,351.9,"9,105.6"
25-09-1991,352.8,"9,106.2"
26-09-1991,351.9,"9,065.5"
27-09-1991,348.5,"9,003.6"
30-09-1991,354.9,"9,120.5"
01-10-1991,354.0,"9,118.1"
02-10-1991,356.0,"9,158.1"
03-10-1991,356.8,"9,188.5"
04-10-1991,356.3,"9,167.7"
07-10-1991,359.7,"9,264.0"
08-10-1991,357.6,"9,244.0"
09-10-1991,357.7,"9,229.8"
10-10-1991,359.5,"9,267.8"
11-10-1991,357.8,"9,219.9"
14-10-1991,358.5,"9,234.0"
15-10-1991,357.6,"9,233.9"
16-10-1991,356.6,"9,213.8"
17-10-1991,358.3,"9,242.9"
18-10-1991,359.6,"9,247.5"
21-10-1991,363.8,"9,398.7"
22-10-1991,362.4,"9,365.7"
23-10-1991,362.2,"9,347.9"
24-10-1991,361.0,"9,307.0"
25-10-1991,362.0,"9,337.1"
28-10-1991,358.5,"9,249.2"
29-10-1991,357.4,"9,213.6"
30-10-1991,359.4,"9,287.9"
31-10-1991,357.5,"9,241.4"
01-11-1991,357.8,"9,244.9"
04-11-1991,356.4,"9,183.2"
05-11-1991,356.6,"9,197.8"
06-11-1991,354.5,"9,137.2"
07-11-1991,354.5,"9,137.2"
08-11-1991,352.9,"9,123.5"
11-11-1991,354.9,"9,149.8"
12-11-1991,354.8,"9,148.9"
13-11-1991,356.6,"9,200.6"
14-11-1991,355.9,"9,175.3"
15-11-1991,355.5,"9,165.8"
18-11-1991,360.8,"9,349.1"
19-11-1991,363.0,"9,358.4"
20-11-1991,362.6,"9,348.7"
21-11-1991,364.3,"9,386.7"
22-11-1991,368.0,"9,487.3"
25-11-1991,369.1,"9,529.5"
26-11-1991,366.3,"9,450.8"
27-11-1991,367.1,"9,490.2"
28-11-1991,366.1,"9,452.5"
29-11-1991,366.3,"9,466.7"
02-12-1991,368.4,"9,537.9"
03-12-1991,362.9,"9,310.3"
04-12-1991,365.3,"9,405.7"
05-12-1991,364.8,"9,399.9"
06-12-1991,367.8,"9,504.0"
09-12-1991,370.7,"9,597.4"
10-12-1991,368.1,"9,506.6"
11-12-1991,366.5,"9,466.2"
12-12-1991,359.5,"9,290.6"
13-12-1991,359.1,"9,287.5"
16-12-1991,359.7,"9,280.0"
17-12-1991,357.4,"9,223.1"
18-12-1991,357.9,"9,248.5"
19-12-1991,358.9,"9,258.8"
20-12-1991,358.3,"9,232.0"
23-12-1991,359.7,"9,204.4"
24-12-1991,359.7,"9,289.6"
25-12-1991,359.7,"9,289.6"
26-12-1991,359.7,"9,289.6"
27-12-1991,353.3,"9,103.9"
30-12-1991,353.2,"9,079.4"
31-12-1991,353.2,"9,080.6"
01-01-1992,353.2,"9,080.6"
02-01-1992,350.9,"9,063.3"
03-01-1992,353.0,"9,110.3"
06-01-1992,349.4,"9,099.0"
07-01-1992,349.7,"9,018.4"
08-01-1992,350.6,"9,030.9"
09-01-1992,351.6,"9,106.5"
10-01-1992,357.9,"9,261.7"
13-01-1992,353.9,"9,029.1"
14-01-1992,353.6,"9,117.8"
15-01-1992,355.6,"9,199.6"
16-01-1992,356.8,"9,190.8"
17-01-1992,355.9,"9,252.6"
20-01-1992,358.8,"9,294.3"
21-01-1992,357.8,"9,259.4"
22-01-1992,356.8,"9,209.0"
23-01-1992,355.2,"9,194.5"
24-01-1992,353.3,"9,169.2"
27-01-1992,356.1,"9,289.3"
28-01-1992,356.3,"9,237.4"
29-01-1992,354.9,"9,208.6"
30-01-1992,356.0,"9,252.6"
31-01-1992,354.1,"9,182.9"
03-02-1992,356.4,"9,127.8"
04-02-1992,356.0,"9,188.2"
05-02-1992,354.3,"9,126.5"
06-02-1992,356.0,"9,170.6"
07-02-1992,356.2,"9,170.5"
10-02-1992,354.7,"9,128.5"
11-02-1992,356.0,"9,225.6"
12-02-1992,357.2,"9,246.1"
13-02-1992,356.3,"9,250.1"
14-02-1992,354.1,"9,162.4"
17-02-1992,354.4,"9,148.4"
18-02-1992,352.8,"9,142.4"
19-02-1992,353.2,"9,397.2"
20-02-1992,353.4,"9,321.0"
21-02-1992,351.6,"9,265.0"
24-02-1992,349.8,"9,007.7"
25-02-1992,350.5,"9,124.6"
26-02-1992,348.7,"9,081.7"
27-02-1992,353.8,"9,215.7"
28-02-1992,353.1,"9,210.3"
02-03-1992,350.5,"9,173.0"
03-03-1992,351.4,"9,692.4"
04-03-1992,350.2,"9,678.7"
05-03-1992,349.9,"9,733.6"
06-03-1992,349.4,"9,671.8"
09-03-1992,348.8,"9,514.6"
10-03-1992,348.4,"9,611.9"
11-03-1992,349.0,"9,644.6"
12-03-1992,347.6,"9,727.1"
13-03-1992,347.3,"9,740.2"
16-03-1992,343.0,"9,677.2"
17-03-1992,339.0,"9,634.5"
18-03-1992,340.3,"9,689.5"
19-03-1992,337.8,"9,600.1"
20-03-1992,338.8,"9,670.6"
23-03-1992,338.7,"9,877.6"
24-03-1992,338.4,"9,858.9"
25-03-1992,341.3,"9,856.1"
26-03-1992,340.4,"9,855.3"
27-03-1992,340.5,"9,843.9"
30-03-1992,343.3,"9,896.2"
31-03-1992,341.7,"9,913.3"
01-04-1992,344.0,"9,946.9"
02-04-1992,340.5,"9,829.2"
03-04-1992,340.6,"9,836.1"
06-04-1992,339.3,"9,887.8"
07-04-1992,338.8,"9,758.7"
08-04-1992,337.5,"9,765.1"
09-04-1992,338.5,"9,786.6"
10-04-1992,341.9,"9,892.6"
13-04-1992,340.8,"9,843.6"
14-04-1992,339.0,"9,769.1"
15-04-1992,339.0,"9,840.4"
16-04-1992,336.7,"9,691.6"
17-04-1992,336.7,"9,691.6"
20-04-1992,336.7,"9,691.6"
21-04-1992,338.3,"9,672.9"
22-04-1992,338.1,"9,720.1"
23-04-1992,338.5,"9,705.3"
24-04-1992,336.6,"9,646.4"
27-04-1992,335.7,"9,577.4"
28-04-1992,336.8,"9,628.2"
29-04-1992,335.7,"9,618.8"
30-04-1992,336.4,"9,615.7"
01-05-1992,337.5,"9,765.0"
04-05-1992,337.5,"9,765.0"
05-05-1992,336.8,"9,629.3"
06-05-1992,336.7,"9,625.4"
07-05-1992,336.1,"9,605.4"
08-05-1992,336.9,"9,646.0"
11-05-1992,336.2,"9,544.6"
12-05-1992,335.3,"9,490.6"
13-05-1992,335.2,"9,496.9"
14-05-1992,336.9,"9,509.8"
15-05-1992,339.0,"9,610.1"
18-05-1992,338.9,"9,527.2"
19-05-1992,339.5,"9,546.2"
20-05-1992,337.0,"9,495.4"
21-05-1992,337.3,"9,587.7"
22-05-1992,337.7,"9,627.6"
25-05-1992,337.7,"9,627.6"
26-05-1992,337.9,"9,681.8"
27-05-1992,338.6,"9,740.6"
28-05-1992,336.9,"9,638.0"
29-05-1992,337.5,"9,669.2"
01-06-1992,336.9,"9,608.4"
02-06-1992,339.0,"9,681.5"
03-06-1992,339.9,"9,720.8"
04-06-1992,338.4,"9,672.8"
05-06-1992,338.8,"9,677.6"
08-06-1992,338.7,"9,972.6"
09-06-1992,337.8,"9,571.9"
10-06-1992,337.7,"9,572.4"
11-06-1992,338.3,"9,599.6"
12-06-1992,339.6,"9,620.5"
15-06-1992,342.7,"9,598.9"
16-06-1992,342.4,"9,688.0"
17-06-1992,342.0,"9,702.8"
18-06-1992,341.3,"9,677.8"
19-06-1992,343.6,"9,715.3"
22-06-1992,342.5,"9,586.0"
23-06-1992,343.8,"9,703.3"
24-06-1992,342.3,"9,650.2"
25-06-1992,343.4,"9,716.5"
26-06-1992,343.5,"9,727.7"
29-06-1992,342.0,"9,756.1"
30-06-1992,343.4,"9,838.5"
01-07-1992,343.6,"9,826.5"
02-07-1992,347.1,"9,730.4"
03-07-1992,345.7,"9,808.7"
06-07-1992,346.6,"9,980.6"
07-07-1992,345.6,"9,844.9"
08-07-1992,347.5,"9,934.7"
09-07-1992,347.3,"9,905.7"
10-07-1992,348.7,"9,947.4"
13-07-1992,348.6,"9,936.8"
14-07-1992,349.3,"9,986.0"
15-07-1992,350.9,"10,017.6"
16-07-1992,353.0,"10,047.7"
17-07-1992,356.7,"10,144.8"
20-07-1992,359.3,"10,490.5"
21-07-1992,358.1,"10,191.5"
22-07-1992,358.8,"10,186.7"
23-07-1992,359.5,"10,197.9"
24-07-1992,357.6,"10,159.6"
27-07-1992,358.4,"10,171.0"
28-07-1992,359.6,"10,197.8"
29-07-1992,356.2,"10,174.2"
30-07-1992,356.8,"10,129.9"
31-07-1992,357.9,"10,174.5"
03-08-1992,354.1,"10,003.2"
04-08-1992,352.7,"10,001.1"
05-08-1992,350.8,"9,935.9"
06-08-1992,348.6,"9,882.5"
07-08-1992,349.9,"9,901.3"
10-08-1992,350.4,"9,908.7"
11-08-1992,348.2,"9,860.2"
12-08-1992,346.8,"9,810.4"
13-08-1992,337.3,"9,564.6"
14-08-1992,335.7,"9,527.1"
17-08-1992,337.4,"9,459.8"
18-08-1992,336.1,"9,524.7"
19-08-1992,338.0,"9,582.8"
20-08-1992,337.3,"9,559.2"
21-08-1992,336.9,"9,564.7"
24-08-1992,342.3,"9,573.9"
25-08-1992,341.4,"9,674.4"
26-08-1992,338.5,"9,599.6"
27-08-1992,339.0,"9,618.1"
28-08-1992,340.0,"9,700.0"
31-08-1992,340.0,"9,700.0"
01-09-1992,341.7,"9,697.5"
02-09-1992,340.5,"9,647.8"
03-09-1992,338.9,"9,609.6"
04-09-1992,342.1,"9,688.1"
07-09-1992,343.0,"9,712.1"
08-09-1992,342.2,"9,707.9"
09-09-1992,343.3,"9,743.2"
10-09-1992,342.3,"9,702.3"
11-09-1992,340.0,"9,641.6"
14-09-1992,346.3,"9,776.0"
15-09-1992,345.9,"9,817.9"
16-09-1992,349.0,"9,817.7"
17-09-1992,348.4,"9,900.4"
18-09-1992,347.2,"9,871.3"
21-09-1992,349.1,"9,849.0"
22-09-1992,349.2,"9,908.6"
23-09-1992,348.3,"9,875.8"
24-09-1992,348.3,"9,888.3"
25-09-1992,349.7,"9,916.0"
28-09-1992,348.0,"9,818.4"
29-09-1992,347.5,"9,854.5"
30-09-1992,349.0,"9,903.8"
01-10-1992,348.6,"9,925.6"
02-10-1992,348.0,"9,883.5"
05-10-1992,349.5,"9,888.8"
06-10-1992,350.3,"9,921.8"
07-10-1992,350.2,"9,925.3"
08-10-1992,350.5,"9,955.0"
