,USD,INR
18-09-2000,273.0,"12,558.0"
19-09-2000,271.9,"12,607.0"
20-09-2000,271.4,"12,563.1"
21-09-2000,269.5,"12,370.1"
22-09-2000,274.0,"12,656.5"
25-09-2000,272.9,"12,555.2"
26-09-2000,274.9,"12,667.8"
27-09-2000,276.2,"12,723.6"
28-09-2000,276.4,"12,733.8"
29-09-2000,273.7,"12,597.5"
02-10-2000,273.1,"12,569.4"
03-10-2000,272.1,"12,523.4"
04-10-2000,271.4,"12,497.0"
05-10-2000,270.4,"12,459.4"
06-10-2000,270.0,"12,445.7"
09-10-2000,270.0,"12,443.6"
10-10-2000,270.5,"12,498.5"
11-10-2000,272.8,"12,632.4"
12-10-2000,274.0,"12,670.5"
13-10-2000,273.3,"12,669.2"
16-10-2000,271.6,"12,584.6"
17-10-2000,270.3,"12,512.6"
18-10-2000,272.0,"12,601.4"
19-10-2000,270.3,"12,525.0"
20-10-2000,270.5,"12,536.7"
23-10-2000,271.5,"12,592.6"
24-10-2000,270.2,"12,541.3"
25-10-2000,266.8,"12,433.6"
26-10-2000,266.4,"12,424.9"
27-10-2000,263.8,"12,332.7"
30-10-2000,264.8,"12,357.2"
31-10-2000,264.5,"12,338.9"
01-11-2000,265.5,"12,427.4"
02-11-2000,264.9,"12,375.1"
03-11-2000,264.7,"12,338.0"
06-11-2000,265.7,"12,381.6"
07-11-2000,265.5,"12,389.6"
08-11-2000,264.1,"12,325.6"
09-11-2000,264.7,"12,365.8"
10-11-2000,264.9,"12,376.4"
13-11-2000,264.9,"12,389.7"
14-11-2000,265.0,"12,391.7"
15-11-2000,264.6,"12,370.1"
16-11-2000,266.7,"12,492.2"
17-11-2000,265.3,"12,406.7"
20-11-2000,266.2,"12,449.2"
21-11-2000,266.2,"12,453.2"
22-11-2000,266.2,"12,461.1"
23-11-2000,265.7,"12,441.0"
24-11-2000,265.6,"12,435.7"
27-11-2000,268.2,"12,560.2"
28-11-2000,270.0,"12,651.9"
29-11-2000,269.1,"12,612.7"
30-11-2000,269.1,"12,611.4"
01-12-2000,269.2,"12,614.7"
04-12-2000,270.7,"12,675.1"
05-12-2000,270.8,"12,645.0"
06-12-2000,271.6,"12,697.7"
07-12-2000,273.9,"12,808.9"
08-12-2000,273.0,"12,764.5"
11-12-2000,270.7,"12,659.3"
12-12-2000,270.8,"12,658.9"
13-12-2000,269.6,"12,607.8"
14-12-2000,269.3,"12,591.1"
15-12-2000,270.4,"12,640.2"
18-12-2000,270.2,"12,637.3"
19-12-2000,269.6,"12,583.9"
20-12-2000,272.5,"12,726.1"
21-12-2000,273.1,"12,751.7"
22-12-2000,273.1,"12,751.7"
25-12-2000,273.1,"12,751.7"
26-12-2000,273.1,"12,751.7"
27-12-2000,275.1,"12,853.1"
28-12-2000,274.5,"12,815.4"
29-12-2000,274.5,"12,815.4"
01-01-2001,274.5,"12,815.4"
02-01-2001,271.1,"12,659.0"
03-01-2001,267.2,"12,478.6"
04-01-2001,267.1,"12,480.3"
05-01-2001,267.4,"12,491.6"
08-01-2001,268.3,"12,524.6"
09-01-2001,267.0,"12,448.9"
10-01-2001,266.3,"12,414.9"
11-01-2001,264.2,"12,316.0"
12-01-2001,263.7,"12,275.2"
15-01-2001,263.5,"12,265.9"
16-01-2001,264.5,"12,295.6"
17-01-2001,263.5,"12,236.9"
18-01-2001,264.9,"12,292.7"
19-01-2001,264.9,"12,284.7"
22-01-2001,266.2,"12,340.0"
23-01-2001,266.1,"12,332.4"
24-01-2001,264.3,"12,252.0"
25-01-2001,264.9,"12,315.2"
26-01-2001,263.6,"12,249.8"
29-01-2001,262.9,"12,221.2"
30-01-2001,265.0,"12,300.3"
31-01-2001,264.5,"12,272.8"
01-02-2001,267.7,"12,419.0"
02-02-2001,266.7,"12,377.6"
05-02-2001,265.5,"12,317.8"
06-02-2001,262.7,"12,184.0"
07-02-2001,263.2,"12,216.7"
08-02-2001,263.0,"12,203.5"
09-02-2001,259.9,"12,075.6"
12-02-2001,261.1,"12,135.6"
13-02-2001,260.8,"12,139.2"
14-02-2001,260.3,"12,136.8"
15-02-2001,258.6,"12,036.8"
16-02-2001,257.5,"11,980.4"
19-02-2001,259.5,"12,075.1"
20-02-2001,256.3,"11,936.1"
21-02-2001,257.5,"12,003.4"
22-02-2001,258.9,"12,055.9"
23-02-2001,260.5,"12,138.3"
26-02-2001,263.2,"12,274.3"
27-02-2001,268.3,"12,514.9"
28-02-2001,266.7,"12,414.9"
01-03-2001,266.4,"12,397.3"
02-03-2001,263.1,"12,247.3"
05-03-2001,262.5,"12,215.4"
06-03-2001,261.9,"12,180.0"
07-03-2001,260.7,"12,128.0"
08-03-2001,263.7,"12,266.3"
09-03-2001,269.8,"12,556.1"
12-03-2001,272.5,"12,689.0"
13-03-2001,269.3,"12,561.5"
14-03-2001,263.9,"12,309.9"
15-03-2001,262.1,"12,222.0"
16-03-2001,260.7,"12,176.0"
19-03-2001,260.6,"12,166.4"
20-03-2001,261.6,"12,213.7"
21-03-2001,262.0,"12,232.8"
22-03-2001,261.2,"12,195.7"
23-03-2001,262.9,"12,273.8"
26-03-2001,262.2,"12,231.6"
27-03-2001,262.0,"12,216.4"
28-03-2001,260.2,"12,126.9"
29-03-2001,260.2,"12,130.1"
30-03-2001,257.7,"12,012.7"
02-04-2001,256.0,"11,936.2"
03-04-2001,257.1,"11,987.3"
04-04-2001,259.5,"12,089.1"
05-04-2001,258.1,"12,019.7"
06-04-2001,258.8,"12,048.4"
09-04-2001,259.0,"12,057.8"
10-04-2001,256.7,"11,948.3"
11-04-2001,257.7,"12,033.3"
12-04-2001,259.3,"12,148.5"
13-04-2001,259.3,"12,148.5"
16-04-2001,259.3,"12,148.5"
17-04-2001,260.6,"12,208.1"
18-04-2001,258.9,"12,129.7"
19-04-2001,263.1,"12,326.2"
20-04-2001,263.9,"12,350.8"
23-04-2001,262.6,"12,288.4"
24-04-2001,263.4,"12,329.8"
25-04-2001,263.5,"12,343.7"
26-04-2001,263.5,"12,348.9"
27-04-2001,264.6,"12,396.5"
30-04-2001,263.2,"12,323.3"
01-05-2001,264.0,"12,360.5"
02-05-2001,264.0,"12,359.5"
03-05-2001,266.4,"12,474.2"
04-05-2001,266.6,"12,483.6"
07-05-2001,266.6,"12,483.6"
08-05-2001,265.2,"12,418.0"
09-05-2001,267.9,"12,542.1"
10-05-2001,268.5,"12,578.2"
11-05-2001,269.1,"12,614.4"
14-05-2001,268.4,"12,599.0"
15-05-2001,266.6,"12,527.5"
16-05-2001,270.9,"12,725.5"
17-05-2001,274.0,"12,865.7"
18-05-2001,273.0,"12,811.9"
21-05-2001,291.3,"13,681.5"
22-05-2001,284.2,"13,357.9"
23-05-2001,283.2,"13,299.6"
24-05-2001,286.1,"13,437.2"
25-05-2001,276.3,"12,974.1"
28-05-2001,276.3,"12,974.1"
29-05-2001,275.8,"12,949.2"
30-05-2001,271.0,"12,727.5"
31-05-2001,267.5,"12,572.5"
01-06-2001,265.4,"12,477.8"
04-06-2001,266.5,"12,529.5"
05-06-2001,265.7,"12,490.6"
06-06-2001,265.5,"12,471.9"
07-06-2001,266.1,"12,498.7"
08-06-2001,267.0,"12,543.7"
11-06-2001,268.5,"12,619.5"
12-06-2001,269.9,"12,693.4"
13-06-2001,272.0,"12,792.5"
14-06-2001,272.4,"12,796.0"
15-06-2001,272.2,"12,793.4"
18-06-2001,272.0,"12,775.8"
19-06-2001,273.4,"12,836.1"
20-06-2001,271.5,"12,749.6"
21-06-2001,271.7,"12,760.4"
22-06-2001,273.3,"12,845.1"
25-06-2001,272.9,"12,829.0"
26-06-2001,274.0,"12,883.5"
27-06-2001,274.8,"12,912.9"
28-06-2001,269.5,"12,669.2"
29-06-2001,270.6,"12,729.0"
02-07-2001,268.4,"12,647.3"
03-07-2001,268.5,"12,651.7"
04-07-2001,267.6,"12,606.6"
05-07-2001,266.3,"12,550.7"
06-07-2001,265.1,"12,495.5"
09-07-2001,266.1,"12,544.0"
10-07-2001,267.5,"12,607.6"
11-07-2001,267.6,"12,616.3"
12-07-2001,266.3,"12,557.4"
13-07-2001,266.4,"12,562.4"
16-07-2001,268.3,"12,646.7"
17-07-2001,267.6,"12,610.7"
18-07-2001,268.6,"12,659.5"
19-07-2001,270.3,"12,736.5"
20-07-2001,269.7,"12,711.0"
23-07-2001,268.7,"12,657.1"
24-07-2001,268.8,"12,659.5"
25-07-2001,268.4,"12,651.0"
26-07-2001,267.5,"12,614.0"
27-07-2001,266.2,"12,545.0"
30-07-2001,266.3,"12,554.7"
31-07-2001,265.9,"12,533.2"
01-08-2001,267.4,"12,596.2"
02-08-2001,267.0,"12,573.0"
03-08-2001,267.9,"12,621.1"
06-08-2001,267.2,"12,586.5"
07-08-2001,266.5,"12,553.8"
08-08-2001,266.4,"12,554.1"
09-08-2001,270.0,"12,726.5"
10-08-2001,275.8,"12,998.5"
13-08-2001,275.6,"12,987.7"
14-08-2001,274.5,"12,933.1"
15-08-2001,275.4,"12,975.9"
16-08-2001,275.9,"12,999.0"
17-08-2001,277.5,"13,074.8"
20-08-2001,276.7,"13,038.5"
21-08-2001,276.3,"13,016.5"
22-08-2001,275.9,"13,000.8"
23-08-2001,274.9,"12,952.3"
24-08-2001,272.8,"12,855.7"
27-08-2001,272.8,"12,855.7"
28-08-2001,271.1,"12,778.7"
29-08-2001,272.9,"12,858.1"
30-08-2001,272.3,"12,837.6"
31-08-2001,273.0,"12,863.8"
03-09-2001,273.4,"12,888.5"
04-09-2001,272.3,"12,834.9"
05-09-2001,271.3,"12,791.8"
06-09-2001,272.1,"12,836.7"
07-09-2001,273.6,"12,919.4"
10-09-2001,271.5,"12,850.1"
11-09-2001,287.0,"13,606.7"
12-09-2001,279.0,"13,234.4"
13-09-2001,280.3,"13,328.7"
14-09-2001,285.8,"13,663.1"
17-09-2001,293.3,"14,021.8"
18-09-2001,289.4,"13,905.7"
19-09-2001,288.1,"13,833.1"
20-09-2001,288.5,"13,843.7"
21-09-2001,292.5,"14,044.4"
24-09-2001,288.2,"13,804.8"
25-09-2001,288.0,"13,788.0"
26-09-2001,291.5,"13,953.2"
27-09-2001,289.8,"13,868.4"
28-09-2001,293.1,"14,027.8"
01-10-2001,290.6,"13,944.4"
02-10-2001,291.7,"13,993.4"
03-10-2001,290.1,"13,900.1"
04-10-2001,290.4,"13,929.5"
05-10-2001,291.2,"13,977.6"
08-10-2001,291.9,"14,046.7"
09-10-2001,290.0,"13,956.3"
10-10-2001,287.2,"13,794.7"
11-10-2001,281.9,"13,541.5"
12-10-2001,281.8,"13,534.9"
15-10-2001,281.9,"13,537.3"
16-10-2001,281.1,"13,492.8"
17-10-2001,281.6,"13,518.2"
18-10-2001,281.0,"13,500.7"
19-10-2001,279.2,"13,410.4"
22-10-2001,275.9,"13,243.2"
23-10-2001,276.1,"13,249.0"
24-10-2001,275.5,"13,232.3"
25-10-2001,276.7,"13,284.4"
26-10-2001,277.3,"13,309.4"
29-10-2001,278.6,"13,364.4"
30-10-2001,280.4,"13,453.6"
31-10-2001,278.8,"13,378.6"
01-11-2001,280.6,"13,468.8"
02-11-2001,279.9,"13,432.4"
05-11-2001,278.3,"13,349.0"
06-11-2001,279.0,"13,386.8"
07-11-2001,280.3,"13,451.6"
08-11-2001,280.0,"13,441.8"
09-11-2001,277.2,"13,303.2"
12-11-2001,280.0,"13,437.2"
13-11-2001,276.5,"13,288.6"
14-11-2001,278.3,"13,372.7"
15-11-2001,275.5,"13,216.1"
16-11-2001,274.5,"13,170.5"
19-11-2001,273.6,"13,120.5"
20-11-2001,273.0,"13,096.1"
21-11-2001,272.8,"13,088.9"
22-11-2001,272.8,"13,098.8"
23-11-2001,273.1,"13,112.9"
26-11-2001,272.6,"13,084.8"
27-11-2001,273.3,"13,110.2"
28-11-2001,274.4,"13,169.8"
29-11-2001,274.8,"13,183.5"
30-11-2001,275.5,"13,204.7"
03-12-2001,276.4,"13,231.6"
04-12-2001,276.6,"13,243.6"
05-12-2001,275.0,"13,169.8"
06-12-2001,274.6,"13,137.2"
07-12-2001,274.1,"13,104.7"
10-12-2001,272.7,"13,042.2"
11-12-2001,272.2,"13,011.2"
12-12-2001,273.5,"13,078.8"
13-12-2001,274.4,"13,129.0"
14-12-2001,277.1,"13,245.8"
17-12-2001,277.8,"13,283.4"
18-12-2001,278.9,"13,336.0"
19-12-2001,278.7,"13,312.5"
20-12-2001,276.1,"13,196.2"
21-12-2001,277.5,"13,270.1"
24-12-2001,277.5,"13,270.1"
25-12-2001,277.5,"13,270.1"
26-12-2001,277.5,"13,270.1"
27-12-2001,277.7,"13,378.2"
28-12-2001,276.5,"13,345.3"
31-12-2001,276.5,"13,345.3"
01-01-2002,276.5,"13,345.3"
02-01-2002,278.4,"13,431.8"
03-01-2002,278.8,"13,456.3"
04-01-2002,277.8,"13,405.6"
07-01-2002,278.6,"13,443.8"
08-01-2002,278.6,"13,449.4"
09-01-2002,281.1,"13,581.4"
10-01-2002,286.9,"13,873.5"
11-01-2002,285.8,"13,834.6"
14-01-2002,286.4,"13,845.0"
15-01-2002,284.2,"13,722.6"
16-01-2002,284.6,"13,744.8"
17-01-2002,285.0,"13,762.8"
18-01-2002,283.2,"13,664.4"
21-01-2002,282.3,"13,619.6"
22-01-2002,282.1,"13,616.0"
23-01-2002,280.8,"13,553.2"
24-01-2002,279.2,"13,497.9"
25-01-2002,279.0,"13,493.8"
28-01-2002,279.1,"13,495.9"
29-01-2002,277.9,"13,460.1"
30-01-2002,281.5,"13,659.8"
31-01-2002,282.3,"13,697.2"
01-02-2002,283.9,"13,776.3"
04-02-2002,287.4,"13,972.0"
05-02-2002,292.0,"14,196.1"
06-02-2002,299.5,"14,581.2"
07-02-2002,299.5,"14,584.2"
08-02-2002,304.3,"14,820.9"
11-02-2002,297.8,"14,507.9"
12-02-2002,298.9,"14,549.0"
13-02-2002,297.4,"14,478.9"
14-02-2002,299.0,"14,559.8"
15-02-2002,299.9,"14,595.2"
18-02-2002,297.4,"14,473.5"
19-02-2002,296.5,"14,426.2"
20-02-2002,291.3,"14,161.6"
21-02-2002,292.2,"14,220.4"
22-02-2002,292.8,"14,278.2"
25-02-2002,292.0,"14,254.5"
26-02-2002,294.2,"14,334.9"
27-02-2002,297.4,"14,492.3"
28-02-2002,296.9,"14,468.5"
01-03-2002,295.4,"14,393.4"
04-03-2002,297.4,"14,483.4"
05-03-2002,297.8,"14,504.4"
06-03-2002,292.7,"14,250.1"
07-03-2002,291.0,"14,179.0"
08-03-2002,289.2,"14,088.8"
11-03-2002,291.2,"14,188.7"
12-03-2002,293.6,"14,305.7"
13-03-2002,293.2,"14,285.2"
14-03-2002,291.2,"14,188.7"
15-03-2002,290.3,"14,142.0"
18-03-2002,292.1,"14,227.2"
19-03-2002,293.1,"14,281.3"
20-03-2002,291.9,"14,220.4"
21-03-2002,292.8,"14,272.3"
22-03-2002,294.3,"14,352.0"
25-03-2002,297.7,"14,512.9"
26-03-2002,296.1,"14,430.4"
27-03-2002,299.0,"14,601.7"
28-03-2002,301.4,"14,702.3"
29-03-2002,301.4,"14,702.3"
01-04-2002,301.4,"14,702.3"
02-04-2002,304.0,"14,841.3"
03-04-2002,303.8,"14,853.4"
04-04-2002,301.7,"14,741.1"
05-04-2002,301.0,"14,699.3"
08-04-2002,300.5,"14,693.5"
09-04-2002,298.7,"14,607.9"
10-04-2002,298.0,"14,570.7"
11-04-2002,301.3,"14,735.1"
12-04-2002,300.4,"14,688.6"
15-04-2002,300.1,"14,688.4"
16-04-2002,297.8,"14,567.4"
17-04-2002,300.9,"14,719.1"
18-04-2002,304.3,"14,879.4"
19-04-2002,301.8,"14,759.5"
22-04-2002,303.7,"14,857.0"
23-04-2002,302.7,"14,832.3"
24-04-2002,304.2,"14,904.3"
25-04-2002,307.3,"15,047.6"
26-04-2002,306.6,"15,015.7"
29-04-2002,309.7,"15,167.6"
30-04-2002,308.2,"15,087.9"
01-05-2002,308.4,"15,089.1"
02-05-2002,307.6,"15,052.4"
03-05-2002,310.5,"15,205.8"
06-05-2002,310.5,"15,205.8"
07-05-2002,312.0,"15,277.1"
08-05-2002,310.5,"15,199.0"
09-05-2002,308.9,"15,122.8"
10-05-2002,311.2,"15,244.8"
13-05-2002,310.8,"15,229.9"
14-05-2002,308.4,"15,110.1"
15-05-2002,308.3,"15,114.4"
16-05-2002,310.1,"15,205.8"
17-05-2002,310.6,"15,221.0"
20-05-2002,311.5,"15,274.4"
21-05-2002,315.2,"15,436.9"
22-05-2002,317.1,"15,531.6"
23-05-2002,317.2,"15,556.2"
24-05-2002,321.0,"15,725.0"
27-05-2002,320.1,"15,672.9"
28-05-2002,320.2,"15,681.8"
29-05-2002,327.1,"16,017.3"
30-05-2002,326.0,"15,972.4"
31-05-2002,326.6,"16,018.1"
03-06-2002,326.6,"16,018.1"
04-06-2002,326.6,"16,018.1"
05-06-2002,322.0,"15,779.6"
06-06-2002,324.1,"15,871.2"
07-06-2002,326.4,"16,001.8"
10-06-2002,322.5,"15,794.4"
11-06-2002,316.8,"15,515.3"
12-06-2002,319.8,"15,656.6"
13-06-2002,318.8,"15,615.6"
14-06-2002,322.1,"15,782.9"
17-06-2002,317.8,"15,570.6"
18-06-2002,318.4,"15,589.6"
19-06-2002,320.7,"15,687.8"
20-06-2002,322.4,"15,771.0"
21-06-2002,322.7,"15,788.1"
24-06-2002,326.4,"15,956.1"
25-06-2002,321.7,"15,732.7"
26-06-2002,321.6,"15,702.9"
27-06-2002,318.8,"15,573.4"
28-06-2002,318.5,"15,568.3"
01-07-2002,312.1,"15,244.5"
02-07-2002,314.5,"15,357.7"
03-07-2002,310.9,"15,171.0"
04-07-2002,310.6,"15,160.4"
05-07-2002,311.3,"15,196.1"
08-07-2002,311.7,"15,215.6"
09-07-2002,313.8,"15,311.9"
10-07-2002,314.8,"15,362.2"
11-07-2002,314.2,"15,322.7"
12-07-2002,316.7,"15,447.0"
15-07-2002,319.0,"15,578.4"
16-07-2002,318.3,"15,532.2"
17-07-2002,316.2,"15,420.2"
18-07-2002,317.7,"15,493.4"
19-07-2002,322.9,"15,736.5"
22-07-2002,322.9,"15,723.6"
23-07-2002,319.7,"15,566.2"
24-07-2002,311.3,"15,153.2"
25-07-2002,309.5,"15,059.4"
26-07-2002,305.0,"14,846.5"
29-07-2002,303.0,"14,771.3"
30-07-2002,305.4,"14,877.6"
31-07-2002,304.7,"14,824.3"
01-08-2002,302.3,"14,706.0"
02-08-2002,305.1,"14,842.2"
05-08-2002,309.5,"15,054.1"
06-08-2002,305.8,"14,893.1"
07-08-2002,312.2,"15,191.7"
08-08-2002,312.2,"15,189.2"
09-08-2002,313.0,"15,223.5"
12-08-2002,316.7,"15,396.4"
13-08-2002,313.8,"15,252.3"
14-08-2002,315.7,"15,340.6"
15-08-2002,312.7,"15,196.4"
16-08-2002,314.2,"15,234.0"
19-08-2002,310.1,"15,067.0"
20-08-2002,308.0,"14,962.6"
21-08-2002,306.6,"14,878.4"
22-08-2002,305.4,"14,825.6"
23-08-2002,306.0,"14,852.3"
26-08-2002,306.0,"14,852.3"
27-08-2002,310.5,"15,060.8"
28-08-2002,311.1,"15,083.7"
29-08-2002,312.1,"15,141.5"
30-08-2002,312.8,"15,172.4"
02-09-2002,312.0,"15,124.2"
03-09-2002,313.5,"15,195.4"
04-09-2002,313.0,"15,164.9"
05-09-2002,317.6,"15,393.2"
06-09-2002,319.3,"15,510.8"
09-09-2002,322.5,"15,639.6"
10-09-2002,319.1,"15,471.6"
11-09-2002,315.5,"15,286.0"
12-09-2002,318.9,"15,449.9"
13-09-2002,318.8,"15,436.3"
16-09-2002,315.4,"15,266.1"
17-09-2002,315.9,"15,291.1"
18-09-2002,318.7,"15,426.7"
19-09-2002,322.3,"15,601.7"
20-09-2002,322.3,"15,600.9"
23-09-2002,322.5,"15,605.8"
24-09-2002,326.3,"15,789.7"
25-09-2002,325.2,"15,738.9"
26-09-2002,319.6,"15,465.4"
27-09-2002,320.1,"15,482.4"
30-09-2002,323.7,"15,659.0"
01-10-2002,321.8,"15,556.6"
02-10-2002,322.2,"15,576.8"
03-10-2002,322.1,"15,576.8"
04-10-2002,320.3,"15,489.7"
07-10-2002,321.8,"15,561.4"
08-10-2002,319.0,"15,426.8"
09-10-2002,319.4,"15,429.4"
10-10-2002,319.0,"15,421.2"
11-10-2002,316.9,"15,313.4"
14-10-2002,317.8,"15,358.5"
15-10-2002,316.2,"15,277.2"
16-10-2002,314.1,"15,196.9"
17-10-2002,310.8,"15,038.8"
18-10-2002,312.8,"15,132.4"
21-10-2002,312.6,"15,114.2"
22-10-2002,312.6,"15,118.0"
23-10-2002,312.1,"15,102.5"
24-10-2002,311.8,"15,085.6"
25-10-2002,313.0,"15,136.7"
28-10-2002,314.5,"15,228.8"
29-10-2002,317.2,"15,340.6"
30-10-2002,316.6,"15,313.1"
31-10-2002,316.9,"15,325.3"
01-11-2002,319.9,"15,461.6"
04-11-2002,317.6,"15,348.8"
05-11-2002,318.5,"15,391.5"
06-11-2002,317.3,"15,335.1"
07-11-2002,319.3,"15,416.6"
08-11-2002,321.7,"15,528.5"
11-11-2002,320.7,"15,465.8"
12-11-2002,321.8,"15,532.5"
13-11-2002,324.0,"15,642.7"
14-11-2002,318.6,"15,374.0"
15-11-2002,319.1,"15,381.4"
18-11-2002,318.8,"15,365.3"
19-11-2002,319.7,"15,407.9"
20-11-2002,318.9,"15,373.4"
21-11-2002,317.7,"15,306.0"
22-11-2002,317.7,"15,310.6"
25-11-2002,317.5,"15,301.1"
26-11-2002,317.5,"15,305.1"
27-11-2002,317.9,"15,331.5"
28-11-2002,317.6,"15,332.1"
29-11-2002,319.1,"15,405.3"
02-12-2002,316.5,"15,279.8"
03-12-2002,319.7,"15,427.1"
04-12-2002,322.1,"15,526.8"
05-12-2002,322.5,"15,553.4"
06-12-2002,325.8,"15,709.3"
09-12-2002,325.1,"15,671.5"
10-12-2002,323.1,"15,571.8"
11-12-2002,324.3,"15,614.3"
12-12-2002,326.4,"15,727.6"
13-12-2002,332.2,"16,007.1"
16-12-2002,333.0,"16,042.3"
17-12-2002,339.0,"16,314.4"
18-12-2002,338.0,"16,262.9"
19-12-2002,345.0,"16,589.3"
20-12-2002,341.6,"16,395.1"
23-12-2002,344.0,"16,514.8"
24-12-2002,344.0,"16,514.8"
25-12-2002,344.0,"16,514.8"
26-12-2002,344.0,"16,514.8"
27-12-2002,349.3,"16,757.7"
30-12-2002,347.2,"16,643.0"
31-12-2002,347.2,"16,643.0"
01-01-2003,347.2,"16,643.0"
02-01-2003,343.8,"16,511.0"
03-01-2003,344.5,"16,537.7"
06-01-2003,351.8,"16,880.5"
07-01-2003,349.0,"16,743.3"
08-01-2003,349.8,"16,775.8"
09-01-2003,352.4,"16,888.8"
10-01-2003,353.0,"16,931.7"
13-01-2003,352.6,"16,896.0"
14-01-2003,353.1,"16,915.3"
15-01-2003,351.0,"16,828.7"
16-01-2003,352.3,"16,887.5"
17-01-2003,357.0,"17,111.9"
20-01-2003,355.9,"17,063.0"
21-01-2003,353.8,"16,955.9"
22-01-2003,358.5,"17,173.9"
23-01-2003,364.7,"17,478.3"
24-01-2003,366.0,"17,516.8"
27-01-2003,368.5,"17,653.0"
28-01-2003,368.4,"17,648.2"
29-01-2003,369.9,"17,683.1"
30-01-2003,367.6,"17,573.1"
31-01-2003,367.5,"17,564.7"
03-02-2003,369.5,"17,660.3"
04-02-2003,376.6,"17,989.7"
05-02-2003,382.1,"18,247.2"
06-02-2003,375.8,"17,936.9"
07-02-2003,373.3,"17,804.0"
10-02-2003,370.5,"17,671.0"
11-02-2003,364.0,"17,371.9"
12-02-2003,356.3,"17,056.1"
13-02-2003,352.8,"16,890.3"
14-02-2003,354.3,"16,954.4"
17-02-2003,347.0,"16,569.3"
18-02-2003,344.1,"16,422.2"
19-02-2003,346.0,"16,504.2"
20-02-2003,351.6,"16,770.7"
21-02-2003,352.3,"16,813.5"
24-02-2003,355.2,"16,957.3"
25-02-2003,357.6,"17,064.7"
26-02-2003,351.9,"16,783.9"
27-02-2003,351.3,"16,749.4"
28-02-2003,347.5,"16,568.2"
03-03-2003,345.5,"16,463.1"
04-03-2003,353.4,"16,840.9"
05-03-2003,354.0,"16,860.4"
06-03-2003,354.7,"16,892.6"
07-03-2003,350.8,"16,714.1"
10-03-2003,354.5,"16,887.8"
11-03-2003,348.7,"16,620.8"
12-03-2003,346.1,"16,493.4"
13-03-2003,334.5,"15,942.3"
14-03-2003,335.2,"15,974.0"
17-03-2003,340.8,"16,242.7"
18-03-2003,338.8,"16,148.9"
19-03-2003,335.8,"16,018.9"
20-03-2003,335.8,"16,031.1"
21-03-2003,333.5,"15,899.6"
24-03-2003,329.5,"15,700.8"
25-03-2003,331.9,"15,801.8"
26-03-2003,330.0,"15,704.0"
27-03-2003,332.8,"15,827.3"
28-03-2003,330.8,"15,720.6"
31-03-2003,334.9,"15,895.3"
01-04-2003,334.4,"15,866.6"
02-04-2003,329.3,"15,603.9"
03-04-2003,323.7,"15,311.0"
04-04-2003,323.8,"15,341.2"
07-04-2003,319.9,"15,169.7"
08-04-2003,323.4,"15,330.8"
09-04-2003,321.4,"15,256.9"
10-04-2003,324.6,"15,384.4"
11-04-2003,324.8,"15,376.0"
14-04-2003,326.0,"15,435.4"
15-04-2003,325.5,"15,407.9"
16-04-2003,324.1,"15,347.3"
17-04-2003,327.0,"15,491.6"
18-04-2003,327.0,"15,491.6"
21-04-2003,327.0,"15,491.6"
22-04-2003,334.9,"15,856.7"
23-04-2003,333.3,"15,780.1"
24-04-2003,333.7,"15,796.0"
25-04-2003,333.3,"15,781.1"
28-04-2003,332.6,"15,750.7"
29-04-2003,331.4,"15,701.7"
30-04-2003,336.8,"15,936.7"
01-05-2003,341.2,"16,149.9"
02-05-2003,340.5,"16,120.5"
05-05-2003,340.5,"16,120.5"
06-05-2003,342.9,"16,206.9"
07-05-2003,341.9,"16,154.5"
08-05-2003,346.5,"16,358.5"
09-05-2003,347.9,"16,415.7"
12-05-2003,351.1,"16,559.5"
13-05-2003,350.4,"16,524.4"
14-05-2003,353.6,"16,670.8"
15-05-2003,354.3,"16,694.0"
16-05-2003,355.0,"16,732.9"
19-05-2003,359.0,"16,870.7"
20-05-2003,366.3,"17,185.0"
21-05-2003,367.8,"17,236.0"
22-05-2003,369.6,"17,336.1"
23-05-2003,370.5,"17,377.9"
26-05-2003,370.5,"17,377.9"
27-05-2003,371.4,"17,420.5"
28-05-2003,359.5,"16,889.3"
29-05-2003,363.1,"17,086.6"
30-05-2003,361.4,"17,014.7"
02-06-2003,364.8,"17,188.8"
03-06-2003,365.0,"17,136.8"
04-06-2003,364.2,"17,075.5"
05-06-2003,366.8,"17,203.3"
06-06-2003,363.0,"17,022.9"
09-06-2003,362.8,"17,007.5"
10-06-2003,354.3,"16,574.5"
11-06-2003,354.3,"16,540.8"
12-06-2003,352.3,"16,444.8"
13-06-2003,353.1,"16,499.8"
16-06-2003,358.3,"16,721.0"
17-06-2003,362.8,"16,900.5"
18-06-2003,359.8,"16,760.3"
19-06-2003,357.7,"16,657.9"
20-06-2003,358.0,"16,661.3"
23-06-2003,355.0,"16,562.5"
24-06-2003,348.3,"16,223.2"
25-06-2003,348.1,"16,218.0"
26-06-2003,343.9,"16,015.7"
27-06-2003,345.5,"16,032.1"
30-06-2003,346.0,"16,084.7"
01-07-2003,350.2,"16,261.5"
02-07-2003,351.5,"16,316.6"
03-07-2003,349.4,"16,212.2"
04-07-2003,351.3,"16,275.7"
07-07-2003,348.2,"16,129.8"
08-07-2003,347.2,"16,064.9"
09-07-2003,344.2,"15,910.1"
10-07-2003,343.4,"15,861.7"
11-07-2003,343.7,"15,847.2"
14-07-2003,347.5,"15,998.9"
